id,city_id,iata_code,icao_code,lat,lon
2561,1976,GPI,SKGP,2.57103,-77.89762
2562,2029,VGZ,SKVG,0.98238,-76.60545
2563,1970,ACM,,-2.14565,-71.75776
2564,1542,SSD,,1.9162,-67.07793
2565,1985,ECR,SKEH,2.44968,-78.09443
2566,1965,NAD,,2.567,-67.58
2567,1907,TBD,SKMB,2.778,-77.668
2568,2030,LMC,SKNA,2.173,-73.786
2569,1972,ISD,,2.447,-77.981
2570,1952,MQR,,2.667,-78.33
2571,1931,GMC,,3.633,-71.17
2572,1907,LMX,,3.05,-77.55
2573,1946,LGT,SKGA,4.55,-70.926
2574,2021,URI,SKUB,3.237,-74.347
2575,1956,VAB,,1.11667,-70.75
2576,2011,ARO,,8.86667,-76.4333
2577,1944,PYN,,1.8,-78.1667
2578,1956,MHF,,1.75,-69.9167
2579,1968,MIX,,-1.13333,-70.25
2580,2014,ADN,SKAN,5.69623,-75.87948
2581,1918,SJR,,8.76667,-76.5333
2582,1919,SJH,,10.742,-72.991
2583,1914,SCA,,8.5,-76.1667
2584,2030,ELJ,,2.0,-74.1333
2585,1916,SRS,SKSR,8.691,-75.165
2586,1971,JUO,SKJU,7.0859,-77.74681
2587,1900,SMC,,8.16667,-77.05
2588,1900,UNC,,8.03333,-77.0833
2589,2008,BHF,,6.55,-77.3333
2590,1932,PYA,SKVL,5.939,-74.457
2591,2030,CQT,,2.03333,-74.2167
2592,2016,SRO,,2.21667,-75.25
2593,1956,ARF,,0.68972,-70.23843
2594,1991,LRI,,9.03333,-75.7
2595,1908,TIB,SKTB,8.63333,-72.7333
2596,1977,GAA,,9.15227,-74.2223
2597,1978,GCA,,2.28333,-74.95
2598,1951,ULS,,8.65,-76.75
2599,1942,AYC,,8.6,-73.6167
2600,1963,CUI,,4.66667,-72.0
2601,2006,BAC,,4.58333,-72.9667
2602,1915,NPU,,8.28971,-76.37489
2603,2025,ACL,,4.74701,-72.99079
2604,2009,AYA,,8.29444,-75.15039
2605,2027,CJD,,1.34373,-74.2129
2606,1970,ECO,,-1.7519,-73.20654
2607,2024,MSK,SKMO,3.75522,-71.45743
2608,1939,PZR,SQZJ,4.95918,-77.36206
2609,2020,AYI,,-0.38333,-72.26667
2610,1895,AZT,,6.81667,-73.28333
2611,1931,CSR,,5.8333,-68.1333
2612,2019,GGL,,8.33333,-77.08333
2613,1956,MFB,,0.63333,-69.75
2614,1920,LPZ,SKSG,6.58976,-73.12897
2615,2039,JAP,MRCH,9.98141,-84.77274
2616,2045,LIR,MRLB,10.59329,-85.54441
2617,2040,LIO,MRLM,9.95796,-83.02201
2618,2053,SJO,MROC,9.99386,-84.20881
2619,2050,PMZ,MRPM,8.95028,-83.46811
2620,2034,SYQ,MRPV,9.95705,-84.1398
2621,2037,BCL,MRBC,10.7687,-83.5856
2622,2049,OTR,MRCC,8.60156,-82.9686
2623,2047,GLF,MRGF,8.65401,-83.1822
2624,2043,PBP,MRIA,9.85611,-85.3708
2625,2038,XQP,MRQP,9.44316,-84.1298
2626,2054,TNO,MRTM,10.31495,-85.81541
2627,2042,TMU,MRTR,9.73852,-85.0138
2628,2037,TTQ,MRBT,10.569,-83.5148
2629,2052,BAI,MRBA,9.16361,-83.3299
2630,2046,GPL,MRGP,10.2172,-83.797
2631,2044,LSL,MRLC,11.0353,-84.7061
2632,2042,NOB,MRNS,9.97649,-85.653
2633,2047,PJM,MRPJ,8.53333,-83.3
2634,2033,TOO,MRSV,8.82611,-82.9589
2635,2032,UPL,MRUP,10.8922,-85.0162
2636,2048,FON,MRAN,10.4695,-84.57876
2637,2037,RFR,MRRF,10.3274,-83.8876
2638,2036,PLD,MRSR,9.87051,-85.4814
2639,2039,DRK,MRDK,8.71892,-83.63921
2640,2035,IPZ,MRSI,9.34901,-83.71232
2641,2042,NCT,,10.13948,-85.44617
2642,2051,CSC,MRJM,10.43276,-85.17125
2643,2041,ACO,,9.69201,-85.09673
2644,2056,VRO,MUKW,23.12367,-81.30157
2645,2063,SZJ,MUSN,21.65,-82.95
2646,2073,SNJ,MUSJ,22.09999,-84.15708
2647,2061,USS,MUSS,21.968,-79.44394
2648,2079,PST,,20.73424,-75.65722
2649,2068,UMA,MUMA,20.24235,-74.14806
2650,2077,BYM,MUBY,20.39717,-76.61908
2651,2078,BCA,MUBA,20.36532,-74.50621
2652,2074,AVI,MUCA,22.02705,-78.78962
2653,2075,CFG,MUCF,22.15,-80.41417
2654,2080,CYO,MUCL,21.61645,-81.54599
2655,2076,CMW,MUCM,21.42043,-77.84743
2656,2058,SCU,MUCU,19.96977,-75.83541
2657,2081,NBW,MUGM,19.90639,-75.20694
2658,2072,GAO,MUGT,20.08542,-75.15833
2659,2070,HAV,MUHA,22.98915,-82.40909
2660,2071,HOG,MUHG,20.78559,-76.31511
2661,2065,MOA,MUMO,20.65166,-74.92689
2662,2067,MZO,MUMZ,20.28817,-77.0893
2663,2063,GER,MUNG,21.83668,-82.78074
2664,2066,VRA,MUVR,23.03445,-81.43528
2665,2069,VTU,MUVT,20.98764,-76.9358
2666,2057,TND,MUTD,21.788,-79.99794
2667,2060,QSN,MUNB,22.7561,-81.9209
2668,2062,LCL,MULM,22.3361,-83.6419
2669,2070,UPB,MUPB,23.0325,-82.57944
2670,2055,BWW,MUBR,22.62118,-79.14697
2671,2064,CCC,MUCC,22.46133,-78.32733
2672,2059,SNU,MUSC,22.4919,-79.94382
2673,2091,SID,GVAC,16.74139,-22.94944
2674,2083,MMO,GVMA,15.15615,-23.21368
2675,2089,VXE,GVSV,16.83326,-25.05552
2676,2086,BVC,GVBA,16.13624,-22.8889
2677,2088,NTO,GVAN,17.2028,-25.0906
2678,2085,SFL,GVSF,14.885,-24.48
2679,2084,SNE,GVSN,16.5884,-24.2847
2680,2090,MTI,GVMT,15.045,-24.3392
2681,2082,BVR,GVBR,14.8667,-24.7333
2682,2087,RAI,GVNP,14.94197,-23.48448
2683,2092,CUR,TNCC,12.18885,-68.9598
2684,2093,XCH,YPXM,-10.45056,105.69028
2685,2095,NIC,LCNC,35.15417,33.275
2686,2096,PFO,LCPH,34.71804,32.48573
2687,2098,LCA,LCLK,34.87512,33.62485
2688,2094,ECN,LCEN,35.15655,33.49804
2689,2097,GEC,LCGK,35.23595,33.72436
2690,2108,GTW,LKHO,49.31667,17.56667
2691,2099,UHE,LKKU,49.02944,17.43972
2692,2107,KLV,LKKV,50.20298,12.91498
2693,2105,OSR,LKMT,49.69629,18.11105
2694,2101,PRG,LKPR,50.10083,14.26
2695,2112,BRQ,LKTB,49.15127,16.69443
2696,2102,PED,LKPD,50.0134,15.7386
2697,2110,MKA,LKMR,49.9228,12.7247
2698,2100,PRV,LKPO,49.4258,17.4047
2699,2109,ZBE,LKZA,49.9283,18.0783
2700,2103,OLO,LKOL,49.58818,17.20768
2701,2104,VOD,LKVO,50.21643,14.39505
2702,2111,JCL,,48.94638,14.42748
2703,2106,HRA,,50.54003,15.00635
2704,2190,DUS,EDDL,51.28066,6.76715
2705,2147,MGL,EDLN,51.23145,6.49987
2706,2127,STR,EDDS,48.69034,9.19521
2707,2155,HAJ,EDDV,52.45957,9.69269
2708,2210,RBM,EDMS,48.9009,12.51789
2709,2198,QOB,EDQF,49.35,10.66667
2710,2205,BYU,EDQD,49.98333,11.63333
2711,2189,URD,EDQE,49.79401,11.13078
2712,2179,FRZ,ETHF,51.1,9.28333
2713,2174,GUT,ETUO,51.9231,8.30596
2714,2133,PAD,EDLP,51.6081,8.61139
2715,2170,CSO,EDBC,51.85606,11.41947
2716,2188,KOQ,EDCK,51.72111,11.96167
2717,5422,XXX,,50.01667,10.53333
2718,2172,EIB,EDGE,50.99177,10.48077
2719,2214,AAH,EDKA,50.82345,6.18844
2720,2178,GKE,ETNG,50.96075,6.04068
2721,2140,QOE,ETNN,50.83333,6.66667
2722,2115,ZNV,EDRK,50.32531,7.52906
2723,2197,SGE,EDGS,50.70787,8.0813
2724,2200,BRE,EDDW,53.0475,8.78667
2725,2199,BRV,EDWB,53.50765,8.57251
2726,2171,HAM,EDDH,53.63039,9.98823
2727,2171,XFW,EDHI,53.53589,9.83703
2728,2216,XLW,EDWD,53.14727,8.62025
2729,2141,FCN,ETMN,53.76667,8.66667
2730,2168,IZE,EDHF,53.99157,9.5757
2731,2209,AGB,EDMA,48.42516,10.93176
2732,2151,FEL,ETSF,48.2056,11.26614
2733,2150,IGS,ETSI,48.72325,11.54024
2734,2146,MUC,EDDM,48.35378,11.78609
2735,2154,BMR,EDWZ,53.72481,7.37316
2736,2202,BMK,EDWR,53.59566,6.71033
2737,2187,EME,EDWE,53.39126,7.22746
2738,2162,JUI,EDWJ,53.68161,7.05674
2739,2154,LGO,EDWL,53.74226,7.49654
2740,2143,NOD,EDWS,53.6323,7.19205
2741,2142,NRD,EDWY,53.7087,7.23518
2742,2121,AGE,EDWG,53.78333,7.91667
2743,2116,WVN,EDWI,53.5,8.05
2744,2182,FLF,EDXF,54.77194,9.37833
2745,2118,HEI,EDXB,54.15374,8.89884
2746,2213,HGL,EDXH,54.18587,7.91466
2747,2166,QHU,EDXK,54.50944,9.13694
2748,2215,EUM,EDHN,54.07941,9.94164
2749,2132,PSH,EDXO,54.30854,8.68538
2750,2164,WBG,ETNS,54.45933,9.51633
2751,2114,OHR,EDXY,54.68333,8.53333
2752,2201,BWE,EDVE,52.31917,10.55611
2753,2212,ZCN,ETHC,52.59142,10.02408
2754,2157,RLG,ETNL,53.91667,12.26667
2755,2129,SXF,EDDB,52.38,13.5225
2756,2128,QPK,EDAY,52.58016,13.91719
2757,2126,TXL,EDDT,52.55969,13.28771
2758,2180,FDH,EDNY,47.66667,9.5
2759,2156,LHA,EDTL,48.35642,7.82561
2760,2204,BBJ,EDRB,49.9447,6.56407
2761,2211,ZQW,EDRZ,49.20874,7.40015
2762,2134,SCN,EDDR,49.21455,7.10951
2763,2191,DRS,EDDC,51.13277,13.76716
2764,2175,LBC,EDHL,53.80537,10.71922
2765,2145,QGW,EDAN,53.36315,11.61341
2766,2194,SZW,EDOP,53.42966,11.78133
2767,2206,BFE,EDLI,51.96521,8.55062
2768,2163,CBU,EDCD,51.88901,14.53043
2769,2158,QEB,EDAB,51.18333,14.51667
2770,2208,BBH,EDBH,54.3381,12.71573
2771,2192,GTI,EDCG,54.38386,13.32526
2772,2159,PEF,EDCP,54.1578,13.7727
2773,2203,ZQV,EDFV,49.60643,8.36904
2774,2184,QEF,EDFE,49.96166,8.64169
2775,2186,HDB,,49.39369,8.65568
2776,2177,GHF,EDQG,49.64778,9.96833
2777,2181,FRA,EDDF,50.0406,8.55603
2778,2144,AOC,EDAC,50.98182,12.50636
2779,2113,HDF,EDAH,53.87871,14.15235
2780,2152,ZMG,EDBM,52.07366,11.62647
2781,2185,ERF,EDDE,50.97981,10.95811
2782,2176,FMO,EDDG,52.13464,7.68483
2783,2122,CGN,EDDK,50.87894,7.12292
2784,2139,NUE,EDDN,49.49575,11.07576
2785,2173,HHN,EDFH,49.94867,7.26389
2786,2149,MHG,EDFM,49.4725,8.51556
2787,2161,KEL,EDHK,54.3795,10.14517
2788,2120,NRN,EDLV,51.6025,6.14222
2789,2193,DTM,EDLW,51.51831,7.61224
2790,2119,OBF,EDMO,48.08136,11.28307
2791,2169,HOQ,EDQM,50.28884,11.85492
2792,2167,FKB,EDSB,48.77935,8.0805
2793,2196,KSF,EDVK,51.40839,9.37763
2794,2125,GWT,EDXW,54.91325,8.34047
2795,2124,SPM,ETAD,49.97267,6.6925
2796,2137,RMS,ETAR,49.43691,7.60028
2797,2136,ZPQ,ETHE,52.29117,7.387
2798,2160,KZG,EDGY,49.74306,10.20056
2799,2123,FNB,EDBN,53.60217,13.306
2800,2117,WIE,ETOU,50.04982,8.3254
2801,2183,ESS,EDLE,51.40325,6.94001
2802,2130,LEJ,EDDP,51.42126,12.22195
2803,2148,FMM,EDJA,47.98751,10.23622
2804,2195,VAC,EDWU,52.90833,8.04056
2805,2207,BER,EDDB,52.36213,13.50168
2806,2138,UPF,,48.9,8.7
2807,2153,REB,EDAX,53.30483,12.74603
2808,2135,IES,EDAU,51.2933,13.35665
2809,2165,ILH,ETIK,49.47516,10.38441
2810,2131,QEP,EDLD,51.616,6.86117
2811,2219,JIB,HDAM,11.54733,43.15948
2812,2217,TDJ,HDTJ,11.783,42.917
2813,2220,AII,HDAS,11.147,42.718
2814,2219,MHI,HDMO,11.71667,43.2
2815,2218,OBC,HDOB,11.967,43.267
2816,2236,AAR,EKAH,56.3023,10.62627
2817,2226,CNL,EKSN,57.50333,10.22707
2818,2229,RNN,EKRN,55.06327,14.75956
2819,2230,MRW,EKMB,54.69789,11.44505
2820,2227,BYR,EKLS,57.27709,10.9998
2821,2232,CPH,EKCH,55.61792,12.65597
2822,2233,KRP,EKKA,56.29746,9.12463
2823,2234,EBJ,EKEB,55.51667,8.55
2824,2237,AAL,EKYT,57.09279,9.84916
2825,2235,BLL,EKBI,55.74032,9.15178
2826,2231,ODE,EKOD,55.47666,10.33093
2827,2223,SGD,EKSB,54.96437,9.79173
2828,2221,SKS,EKSP,55.22555,9.26393
2829,2225,SQW,EKSV,56.55021,9.17298
2830,2222,TED,EKTS,57.0688,8.70523
2831,2224,STA,EKVJ,55.99012,8.35391
2832,2228,RKE,EKRK,55.5856,12.1314
2833,2238,DCF,TDCF,15.33841,-61.39186
2834,2239,DOM,TDPD,15.54703,-61.3
2835,2242,SJM,MDSA,18.81667,-71.28333
2836,2244,PUJ,MDPC,18.56737,-68.36343
2837,2243,POP,MDPP,19.7579,-70.57003
2838,2240,SDQ,MDSD,18.42966,-69.66893
2839,2249,LRM,MDLR,18.45071,-68.91183
2840,2251,HEX,MDHE,18.47021,-69.96958
2841,2248,EPS,MDPO,19.32123,-69.49661
2842,2250,COZ,MDCZ,18.90755,-70.722
2843,2247,STI,MDST,19.40609,-70.60469
2844,2246,CBJ,MDCR,17.92861,-71.64361
2845,2245,BRX,MDBH,18.25146,-71.1204
2846,2241,AZS,MDCY,19.26918,-69.73726
2847,2252,JBQ,MDJB,18.5725,-69.9856
2848,2260,BFW,DAOS,35.17216,-0.59481
2849,2289,AAE,DABB,36.82889,7.81278
2850,2263,QZN,DAAZ,35.75361,0.62722
2851,2265,MQV,,35.90611,0.14583
2852,2277,EBH,DAOY,33.71861,1.08778
2853,2281,BUJ,DAAD,35.3325,4.20639
2854,2286,BJA,DAAE,36.712,5.06992
2855,2290,ALG,DAAG,36.6985,3.20672
2856,2270,DJG,DAAJ,24.29277,9.45244
2857,2270,VVZ,DAAP,26.72354,8.62265
2858,2261,QSF,DAAS,36.17838,5.32562
2859,2258,TMR,DAAT,22.81146,5.45108
2860,2294,GJL,DAAV,36.79514,5.87361
2861,2266,MZW,DAAY,33.53585,-0.24235
2862,2280,CZL,DABC,36.27603,6.62039
2863,2259,SKI,DABP,36.93333,6.95
2864,2257,TEE,DABS,35.43161,8.12072
2865,2288,BLJ,DABT,35.75211,6.30859
2866,2283,HRM,DAFH,32.93,3.31222
2867,2279,QDJ,DAFI,34.66724,3.34946
2868,2256,TID,DAOB,35.34114,1.46315
2869,2254,TIN,DAOF,27.70037,-8.1671
2870,2278,CFK,DAOI,36.21266,1.33177
2871,2275,TAF,DAOL,35.5425,-0.53222
2872,2262,TLM,DAON,35.01667,-1.45
2873,2287,CBH,DAOR,31.64574,-2.26986
2874,2267,MUW,DAOV,35.20773,0.14714
2875,2269,INF,DATG,19.56667,5.75
2876,2292,BMW,DATM,21.375,0.92389
2877,2291,AZR,DAUA,27.83759,-0.18641
2878,2282,BSK,DAUB,34.79329,5.73823
2879,2276,ELG,DAUE,30.57129,2.85959
2880,2273,GHA,DAUG,32.38411,3.79411
2881,2271,HME,DAUH,31.67297,6.14044
2882,2293,INZ,DAUI,27.25102,2.51202
2883,2253,TGR,DAUK,33.0678,6.08867
2884,2268,LOO,DAUL,33.76438,2.92834
2885,2272,ELU,DAUO,33.51263,6.78251
2886,2255,TMX,DAUT,29.23712,0.27603
2887,2264,OGX,DAUU,31.91722,5.41278
2888,2270,IAM,DAUZ,28.05155,9.64291
2889,2274,ORN,DAOO,35.62386,-0.62118
2890,2284,QLD,DAAB,36.5036,2.81417
2891,2285,QFD,DAAK,36.5458,2.87611
2892,2311,MRR,SEMA,-4.37823,-79.94102
2893,2320,ATF,SEAM,-1.21207,-78.57464
2894,2319,BHA,SEBC,-0.606,-80.404
2895,2317,CUE,SECU,-2.88947,-78.9844
2896,2316,ESM,SEES,0.97428,-79.62687
2897,2315,GYE,SEGU,-2.15742,-79.88356
2898,2318,LOH,SECA,-4.0,-79.36667
2899,2312,LTX,SELT,-0.90683,-78.61576
2900,2309,MCH,SEMH,-3.2689,-79.96157
2901,2308,MEC,SEMT,-0.94608,-80.67881
2902,2301,PTZ,SESM,-1.50583,-78.06208
2903,2299,SNC,SESA,-2.20329,-80.99233
2904,2304,SCY,SEST,-0.91021,-89.61745
2905,2307,TPN,SETI,-0.78333,-75.51667
2906,2295,TUA,SETU,0.80951,-77.70806
2907,2305,GPS,SEGS,-0.45352,-90.26616
2908,2303,OCC,SECO,-0.46289,-76.9868
2909,2313,LGQ,SENL,0.09306,-76.8675
2910,2306,PVO,SEPV,-1.04165,-80.4722
2911,2313,TPC,SETR,-0.12296,-76.3378
2912,2310,XMS,SEMC,-2.29917,-78.1208
2913,2314,JIP,SEJI,-1.0,-80.66666
2914,2297,MZD,,-2.75368,-78.26488
2915,2313,PYO,SEPT,0.08333,-75.9
2916,2297,SUQ,SESC,-2.471,-78.169
2917,2310,TSC,SETH,-2.38167,-77.5028
2918,2302,IBB,SEII,-0.94278,-90.9531
2919,2296,TNW,,-0.98675,-77.82202
2920,2298,ETR,SERO,-3.44385,-80.00982
2921,2300,UIO,SEQM,-0.11956,-78.35518
2922,2321,TAY,EETU,58.30746,26.69043
2923,2322,TLL,EETN,59.41651,24.7994
2924,2323,EPU,EEPU,58.41904,24.47282
2925,2325,KDL,EEKA,58.99076,22.83073
2926,2324,URE,EEKE,58.23,22.50944
2927,2322,CHE,EECL,59.44789,24.75333
2928,2345,AAC,HEAR,31.07333,33.83583
2929,2337,ATZ,HEAT,27.04651,31.01198
2930,2343,ALY,HEAX,31.1839,29.94889
2931,2343,HBE,HEBA,30.91767,29.69641
2932,2340,CAI,HECA,30.12194,31.40556
2933,2344,HRG,HEGN,27.17832,33.79944
2934,2339,LXR,HELX,25.67103,32.70658
2935,2332,MUH,HEMM,31.32536,27.22169
2936,2335,PSD,HEPS,31.27944,32.24
2937,2330,SSH,HESH,27.97729,34.39495
2938,2338,ASW,HESN,23.96436,32.81997
2939,2327,TCP,HETB,29.58778,34.77806
2940,2336,ELT,HETR,28.20903,33.64552
2941,2351,SKV,HESC,28.68701,34.06238
2942,2326,AUE,,28.89961,33.2023
2943,2347,ABS,HEBL,22.37571,31.6117
2944,2333,RMF,HEMA,25.55646,34.59509
2945,2346,DBB,HEAL,30.92505,28.46068
2946,2347,GSQ,HEOW,22.5857,28.7166
2947,2328,SEW,,29.34687,25.50528
2948,2331,DAK,HEDK,25.4116,29.0031
2949,2342,UVL,HEKG,25.4736,30.5907
2950,2334,HMB,HESG,26.33969,31.7392
2951,2329,SQK,,31.6,25.93
2952,2341,EMY,HEMN,28.10182,30.73048
2953,2353,SPX,HESX,30.1089,30.8951
2954,2350,CCE,,30.04458,31.64217
2955,2352,EES,,23.98966,35.46515
2956,2348,RDL,,30.39937,33.15358
2957,2349,TFR,,30.0495,31.8397
2958,2355,TES,HHTS,15.10821,36.67743
2959,2357,ASM,HHAS,15.29185,38.91067
2960,2358,ASA,HHSB,13.07162,42.64463
2961,2356,MSW,HHMS,15.67,39.3701
2962,2396,SDR,LEXJ,43.4272,-3.82335
2963,2410,BCN,LEBL,41.29708,2.07846
2964,2384,ALC,LEAL,38.28217,-0.55816
2965,2368,FUE,GCFV,28.45272,-13.86376
2966,2359,VDE,GCHI,27.81485,-17.88706
2967,2372,SPC,GCLA,28.62648,-17.75561
2968,2381,LPA,GCLP,27.93189,-15.38659
2969,2366,ACE,GCRR,28.95027,-13.60556
2970,2378,TFS,GCTS,28.04447,-16.57249
2971,2365,TFN,GCXO,28.48265,-16.34154
2972,2371,MLN,GEML,35.27982,-2.95626
2973,2386,ABC,LEAB,38.94853,-1.86352
2974,2383,LEI,LEAM,36.84394,-2.3701
2975,2399,OVD,LEAS,43.56357,-6.03462
2976,2379,ODB,LEBA,37.84201,-4.84888
2977,2408,BIO,LEBB,43.3011,-2.91061
2978,2407,RGS,LEBG,42.35763,-3.62076
2979,2382,BJZ,LEBZ,38.89125,-6.82133
2980,2406,LCG,LECO,43.30206,-8.37726
2981,2404,GRO,LEGE,41.90097,2.76055
2982,2377,GRX,LEGR,37.18873,-3.77736
2983,2376,IBZ,LEIB,38.87286,1.37312
2984,2375,XRY,LEJR,36.74462,-6.06011
2985,2363,MJV,LELC,37.77497,-0.81239
2986,2397,QSA,LELL,41.52097,2.10519
2987,2390,LEN,LELN,42.589,-5.65556
2988,2401,MAD,LEMD,40.49181,-3.56948
2989,2373,AGP,LEMG,36.6749,-4.49911
2990,2364,MAH,LEMH,39.8626,4.21865
2991,2374,OZP,LEMO,37.17492,-5.61594
2992,2370,PMI,LEPA,39.55,2.73333
2993,2400,PNA,LEPP,42.77004,-1.64633
2994,2398,REU,LERS,41.14739,1.16717
2995,2367,ROZ,LERT,36.64205,-6.34769
2996,2412,SLM,LESA,40.95212,-5.50199
2997,2405,EAS,LESO,43.35652,-1.79061
2998,2395,SCQ,LEST,42.89766,-8.41793
2999,2361,VLC,LEVC,39.48931,-0.48163
3000,2391,VLL,LEVD,41.70611,-4.85194
3001,2388,VIT,LEVT,42.88284,-2.72447
3002,2389,VGO,LEVX,42.2318,-8.62678
3003,2362,SVQ,LEZL,37.418,-5.89311
3004,2401,TOJ,LETO,40.49675,-3.44587
3005,2387,ZAZ,LEZG,41.66624,-1.04155
3006,2380,CQM,LERL,38.85856,-3.97602
3007,2369,GMZ,GCGM,28.02987,-17.21455
3008,2393,HSK,LEHC,42.08093,-0.32347
3009,2411,JCU,GECE,35.89207,-5.30631
3010,2394,LEU,LESU,42.3386,1.40917
3011,2403,ILD,LEDA,41.72889,0.53775
3012,2409,CDT,LECH,40.2097,0.06972
3013,2402,RJL,LERJ,42.45731,-2.31627
3014,2360,RMU,LEMI,37.80507,-1.12636
3015,2385,AEI,LEAG,36.12881,-5.44107
3016,2392,TEV,LETL,40.4135,-1.21794
3017,2460,ADD,HAAB,8.97792,38.79805
3018,2458,AMH,HAAM,6.03939,37.59045
3019,2459,AXU,HAAX,14.14675,38.77283
3020,2454,BJR,HABD,11.60807,37.32164
3021,2446,DSE,HADC,11.111,39.725
3022,2450,DBM,HADM,10.35,37.71667
3023,2445,DIR,HADR,9.6247,41.8542
3024,2439,GDQ,HAGN,12.5199,37.43405
3025,2440,GDE,HAGO,5.93513,43.57857
3026,2438,GOR,HAGR,8.16175,35.553
3027,2448,QHR,HAHM,8.71507,39.00644
3028,2434,JIM,HAJM,7.66438,36.81918
3029,2432,ABK,HAKD,6.73255,44.24104
3030,2455,AWA,HALA,7.06667,38.5
3031,2429,MQX,HAMK,13.46737,39.53346
3032,2423,EGL,HANG,5.28333,39.75
3033,2456,ASO,HASO,10.01855,34.58625
3034,2413,GLC,HAGL,6.98454,46.4218
3035,2431,LLI,HALL,11.97518,38.98061
3036,2443,GMB,HAGM,8.12876,34.5631
3037,2452,BEI,HABE,9.38639,34.5219
3038,2447,DEM,HADD,8.554,34.858
3039,2449,DBT,HADT,11.967,38.0
3040,2419,FNH,HAFN,9.583,37.35
3041,2441,GOB,HAGB,7.11806,40.04583
3042,2463,HUE,HAHU,13.83375,36.87922
3043,2440,LFO,HAKL,5.657,44.35
3044,2428,NDM,HAMN,9.767,35.1
3045,2425,MTF,HAMT,6.958,35.555
3046,2422,NEJ,HANJ,9.55,35.467
3047,2421,NEK,HANK,9.035,36.612
3048,2462,SXU,HASD,6.817,37.75
3049,2417,TIE,HATP,7.117,35.383
3050,2418,WAC,HAWC,7.167,37.167
3051,2436,SHC,HASR,14.0781,38.2725
3052,2444,BCY,,6.217,36.67
3053,2420,SKR,HASK,5.6917,38.97469
3054,2430,PWI,HAPW,11.33,36.42
3055,2451,XBL,,8.45,36.3333
3056,2437,TUJ,,6.26,35.52
3057,2442,GNN,HAGH,7.13245,40.70915
3058,2424,OTA,,11.0667,37.8833
3059,2457,ALK,,7.96667,39.1167
3060,2433,BCO,HABC,5.78333,36.563
3061,2427,MKS,HAMA,10.72538,38.74208
3062,2461,SZE,HASM,11.54302,41.24027
3063,2435,JIJ,HAJJ,9.33085,42.91122
3064,2416,WRA,HAWR,6.97266,45.3312
3065,2414,HIL,HASL,6.078,44.764
3066,2416,MHJ,,8.11771,45.34495
3067,2426,ETE,HAMM,12.93333,36.16667
3068,2415,BYY,,4.9149,38.17821
3069,2453,MUJ,HAMR,5.8646,35.7485
3070,2478,LPP,EFLP,61.04455,28.1444
3071,2494,ENF,EFET,68.36259,23.42432
3072,2489,KEV,EFHA,61.85605,24.7866
3073,2497,HEM,EFHF,60.25456,25.04283
3074,2490,IVL,EFIV,68.60727,27.40533
3075,2488,JOE,EFJO,62.66291,29.60755
3076,2477,JYV,EFJY,62.39945,25.67825
3077,2484,KAU,EFKA,63.12708,23.05144
3078,2476,KEM,EFKE,65.77917,24.58472
3079,2486,KAJ,EFKI,64.28547,27.69241
3080,2480,KOK,EFKK,63.72117,23.14313
3081,2479,KAO,EFKS,65.98758,29.23938
3082,2482,KTT,EFKT,67.70102,24.84685
3083,2468,KUO,EFKU,63.00715,27.79776
3084,2475,MIK,EFMI,61.6866,27.20179
3085,2474,OUL,EFOU,64.93006,25.35456
3086,2472,POR,EFPO,61.46169,21.79998
3087,2471,RVN,EFRO,66.56482,25.83041
3088,2470,SVL,EFSA,61.94306,28.94514
3089,2467,SOT,EFSO,67.39503,26.61913
3090,2473,TMP,EFTP,61.41415,23.60439
3091,2466,TKU,EFTU,60.51414,22.26281
3092,2481,UTI,EFUT,60.89639,26.93835
3093,2465,VAA,EFVA,63.05065,21.76217
3094,2487,VRK,EFVR,62.17111,27.86861
3095,2496,HEL,EFHK,60.31722,24.96333
3096,2469,SJY,EFSI,62.69212,22.83233
3097,2485,KHJ,EFKJ,62.4625,22.3931
3098,2491,HYV,EFHV,60.6544,24.8811
3099,2483,KTQ,EFIT,62.1661,30.0736
3100,2464,YLI,EFYL,64.0605,24.716
3101,2493,QVE,EFFO,60.8019,23.6456
3102,2495,QLF,EFLA,61.1442,25.6935
3103,2492,HEN,EFHE,60.14768,24.92437
3104,2503,NAN,NFFN,-17.75539,177.44338
3105,2506,SUV,NFNA,-18.04327,178.55923
3106,2500,LKB,NFNK,-18.19959,-178.81665
3107,2505,RTA,NFNR,-12.48267,177.0706
3108,2505,LBS,NFNL,-16.46564,179.33859
3109,2500,TVU,NFNM,-16.69079,-179.87683
3110,2504,MFJ,NFMO,-18.56653,179.95099
3111,2501,KXF,NFNO,-17.34583,179.42194
3112,2502,KDV,NFKD,-19.05778,178.15717
3113,2500,VTF,NFVL,-18.51148,177.63755
3114,2499,YAS,NFSW,-16.75912,177.54561
3115,2501,SVU,NFNS,-16.80323,179.34099
3116,2500,ICI,NFCI,-17.7433,-179.342
3117,2503,MNF,NFMA,-17.6731,177.09801
3118,2506,LEV,NFNB,-17.71236,178.76114
3119,2504,NGI,NFNG,-18.11592,179.34043
3120,2500,VBV,NFVB,-17.2448,-178.95913
3121,2503,PTF,NFFO,-17.77685,177.19544
3122,2500,LUC,NFNH,-16.7481,-179.66701
3123,2498,VAU,NFNV,-17.49976,177.86299
3124,2504,KAY,NFNW,-17.62964,179.01053
